src,dst,distance,time,price_per_km,price
18553,18553,0.0,0.0,91.392,0.0
18553,16319,89641.0,4510.0,53.199999999999996,4768901.199999999
18553,11582,43832.0,2536.0,70.69999999999999,3098922.3999999994
18553,11178,1471404.0,75592.0,87.0,128012148.0
18553,18655,1844716.0,92926.0,87.0,160490292.0
18553,13505,1435397.0,73849.0,87.0,124879539.0
18553,10045,410014.0,21809.0,100.0,41001400.0
18553,10380,1094999.0,51850.0,87.0,95264913.0
18553,19555,4016282.0,199569.0,87.0,349416534.0
16319,18553,86688.0,4280.0,53.199999999999996,4611801.6
16319,16319,0.0,0.0,314.0,0.0
16319,11582,122055.0,6007.0,124.0,15134820.0
16319,11178,1495187.0,75582.0,77.0,115129399.0
16319,18655,1763341.0,89376.0,95.0,167517395.0
16319,13505,1354023.0,70299.0,76.6458,103780176.0534
16319,10045,425621.0,22483.0,75.6756,32209124.5476
16319,10380,1013624.0,48300.0,87.0,88185288.0
16319,19555,4040065.0,199559.0,95.0,383806175.0
11582,18553,46873.0,2668.0,70.69999999999999,3313921.0999999996
11582,16319,120875.0,6025.0,123.0,14867625.0
11582,11582,0.0,0.0,354.9,0.0
11582,11178,1508672.0,76586.0,106.0,159919232.0
11582,18655,1875950.0,94441.0,106.0,198850700.0
11582,13505,1466632.0,75365.0,106.0,155462992.0
11582,10045,411038.0,22459.0,44.8,18414502.4
11582,10380,1126233.0,53366.0,63.76,71808616.08
11582,19555,4053549.0,200564.0,106.0,429676194.0
11178,18553,1469006.0,75425.0,48.0,70512288.0
11178,16319,1496653.0,75617.0,48.0,71839344.0
11178,11582,1507730.0,76438.0,48.0,72371040.0
11178,11178,0.0,0.0,40.599999999999994,0.0
11178,18655,2493938.0,125958.0,48.0,119709024.0
11178,13505,2084620.0,106882.0,48.0,100061760.0
11178,10045,1866606.0,96228.0,48.0,89597088.0
11178,10380,2106820.0,106016.0,48.0,101127360.0
11178,19555,2704619.0,135836.0,48.0,129821712.0
18655,18553,1842031.0,92893.0,23.799999999999997,43840337.8
18655,16319,1758530.0,89153.0,23.799999999999997,41853013.99999999
18655,11582,1877398.0,94620.0,23.799999999999997,44682072.39999999
18655,11178,2480827.0,126185.0,23.799999999999997,59043682.599999994
18655,18655,0.0,0.0,132.93,0.0
18655,13505,505276.0,23802.0,55.0,27790180.0
18655,10045,2122672.0,109546.0,23.799999999999997,50519593.599999994
18655,10380,949152.0,46539.0,23.799999999999997,22589817.599999998
18655,19555,4753810.0,240326.0,23.799999999999997,113140677.99999999
13505,18553,1431752.0,73803.0,179.13,256469735.76
13505,16319,1348251.0,70064.0,179.13,241512201.63
13505,11582,1467120.0,75530.0,179.13,262805205.6
13505,11178,2070548.0,107095.0,179.13,370897263.24
13505,18655,505706.0,23794.0,179.13,90587115.78
13505,13505,0.0,0.0,179.13,0.0
13505,10045,1770686.0,92007.0,179.13,317182983.18
13505,10380,782190.0,40447.0,179.13,140113694.7
13505,19555,4343531.0,221237.0,179.13,778056708.03
10045,18553,414390.0,21978.0,40.59,16820090.1
10045,16319,426707.0,22650.0,40.59,17320037.130000003
10045,11582,409065.0,22286.0,40.59,16603948.350000001
10045,11178,1867094.0,96221.0,40.0,74683760.0
10045,18655,2124817.0,109586.0,40.0,84992680.0
10045,13505,1772677.0,91873.0,40.0,70907080.0
10045,10045,0.0,0.0,40.59,0.0
10045,10380,1289685.0,66395.0,40.0,51587400.0
10045,19555,4411971.0,220198.0,40.0,176478840.0
10380,18553,1094294.0,51940.0,35.0,38300290.0
10380,16319,1010792.0,48201.0,35.0,35377720.0
10380,11582,1129661.0,53667.0,35.0,39538135.0
10380,11178,2094626.0,106341.0,35.0,73311910.0
10380,18655,948596.0,46373.0,32.0,30355072.0
10380,13505,782288.0,40468.0,42.0,32856096.0
10380,10045,1289200.0,66448.0,35.0,45122000.0
10380,10380,0.0,0.0,650.4259999999999,0.0
10380,19555,4367610.0,220482.0,35.0,152866350.0
19555,18553,4012439.0,199029.0,30.0,120373170.0
19555,16319,4040086.0,199220.0,30.0,121202580.0
19555,11582,4051163.0,200042.0,30.0,121534890.0
19555,11178,2710939.0,136033.0,23.2848,63123672.427200004
19555,18655,4776463.0,240600.0,30.0,143293890.0
19555,13505,4367145.0,221523.0,30.0,131014350.0
19555,10045,4410039.0,219832.0,30.0,132301170.0
19555,10380,4389345.0,220657.0,30.0,131680350.0
19555,19555,0.0,0.0,369.0,0.0
